CNPJ_Fundo,Data_Referencia,Versao,Nome_Imovel,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL
22.646.161/0001-90,2021-06-30,1,Família Freguesia do Ó - 16B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,47.43,1.0,,0.0001,0.0001
22.646.161/0001-90,2021-06-30,1,Família Freguesia do Ó - 34B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,0.0001,0.0001
22.646.161/0001-90,2021-06-30,1,Família Freguesia do Ó - 35B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,0.0001,0.0001
22.646.161/0001-90,2021-06-30,1,Família Freguesia do Ó - 43B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,47.43,1.0,,0.0001,0.0001
22.646.161/0001-90,2021-06-30,1,Família Freguesia do Ó - 44B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,0.0001,0.0001
22.646.161/0001-90,2021-06-30,1,Família Freguesia do Ó - 53B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,47.43,1.0,,0.0001,0.0001
22.646.161/0001-90,2021-06-30,1,Família Freguesia do Ó - 45C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,0.0001,0.0001
22.646.161/0001-90,2021-06-30,1,Família Freguesia do Ó - 73C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,47.43,1.0,,0.0001,0.0001
22.646.161/0001-90,2021-06-30,1,Cond. Concept Living Boutique - Apto 302,"Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ",,79.33,1.0,,,
22.646.161/0001-90,2021-06-30,1,Cond. Concept Living Boutique - Apto 301,"Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ",,144.89,1.0,,,
22.646.161/0001-90,2021-06-30,1,Cond. Concept Living Boutique - Apto 403,"Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ",,92.61,1.0,,,
22.646.161/0001-90,2021-09-30,1,Família Freguesia do Ó - 11B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-09-30,1,Família Freguesia do Ó - 12C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-09-30,1,Família Freguesia do Ó - 14A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-09-30,1,Família Freguesia do Ó - 24B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-09-30,1,Família Freguesia do Ó - 41A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-09-30,1,Família Freguesia do Ó - 46B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,47.43,1.0,,,0.0001
22.646.161/0001-90,2021-09-30,1,Família Freguesia do Ó - 76A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-09-30,1,Família Freguesia do Ó - 83C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,47.43,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 21B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 25B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 32B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 32C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 35A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 42C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 44A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 45A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 55A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 55C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 73B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 75C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 76B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 85B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 86B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 11C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 12A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.646.161/0001-90,2021-12-31,1,Família Freguesia do Ó - 12A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",,52.66,1.0,,,0.0001
22.957.521/0001-74,2021-12-31,1,Shopping Germânia,"Rua Sete de Setembro, 36, Centro, Santa Cruz do Sul, Rio Grande do Sul",2021-12-22,6745.0,47.0,Shopping Center,0.964,0.7661
22.957.521/0001-74,2021-12-31,1,Shopping Bento Gonçalves,"Rua Marechal Deodoro, 238, Centro, Bento Gonçalves, Rio Grande do Sul",2021-10-27,92.51,1.0,Shopping Center,0.036,0.113
23.120.006/0001-06,2021-06-30,1,CD Contagem,"Quinhão número 4 da Fazenda da Tapera, Contagem-MG",2121-04-19,175000.0,1.0,Não se aplica,1.0,1.02134754637351
23.964.908/0001-10,2021-03-31,1,COMERCIAL-2317,"Av. Tancredo Neves, 199\Salvador",2021-01-29,77.04,1.0,,0.001848,0.001691
23.964.908/0001-10,2021-03-31,1,COMERCIAL-2001,"Av. Tancredo Neves, 199\Salvador",2021-01-29,25.3,1.0,,0.000981,0.000903
23.964.908/0001-10,2021-03-31,1,GOY-RJ-13799,"Avenida Silvio Basto Tavares, 341/351 e 329/339 - Parque Presidente Juscelino\Goytacazes",2021-01-29,1400.79,1.0,,0.009887,0.009151
23.964.908/0001-10,2021-03-31,1,GOY-RJ-13800,"Avenida Silvio Basto Tavares, 341/351 e 329/339 - Parque Presidente Juscelino\Goytacazes",2021-01-29,1400.79,1.0,,0.009798,0.009068
23.964.908/0001-10,2021-03-31,1,SPT3 - 2006,,,,,,,
23.964.908/0001-10,2021-06-30,1,SPT3 - 2006,,,,,,,
23.964.908/0001-10,2021-09-30,1,SPT3 - 2006,,,,,,,
23.964.908/0001-10,2021-12-31,1,Fazenda Boa Esperança,Fazenda Boa Esperança - Zona Rural/Espírito Santo,2021-10-18,156.5,1.0,,0.006801,
23.964.908/0001-10,2021-12-31,1,Cuité (Fazenda Limeiro- Lameiro II),Cuité (Fazenda Limeiro- Lameiro II) - Zona Rural/Pedro Velho,2021-09-13,95.0,1.0,,0.004392,
23.964.908/0001-10,2021-12-31,1,Carnaúba (Fazenda Lagoa das Vieiras),Carnaúba (Fazenda Lagoa das Vieiras) - Zona Rural/Pedro Velho,2021-09-13,85.3,1.0,,0.002867,
23.964.908/0001-10,2021-12-31,1,Cuité (Fazenda Barra do Cuité),Cuité (Fazenda Barra do Cuité) - Zona Rural/Pedro Velho,2021-09-13,80.7,1.0,,0.003717,
23.964.908/0001-10,2021-12-31,1,Cordeiro,"Rodovia dos Imigrantes, altura do KM 25 /Várzea Grande",2021-09-13,168711.2,1.0,,0.03307,
23.964.908/0001-10,2021-12-31,1,Lacel,"Rua São Miguel do Araguaia ( antiga Rua do Ribeirão), 242 - Centro/Porangatu",2021-12-28,17473.0,1.0,,0.008543,
23.964.908/0001-10,2021-12-31,1,Dirija,"Rodovia Amaral Peixoto, 3.001 e 3.674 - Santa Bárbara/Niterói",2021-12-28,6585.75,1.0,,0.06117,
24.703.709/0001-11,2021-03-31,1,Apto 142  - Ed Adriana Margarida,"Rua Baluarte, nº230, Vila Olímpia - São Paulo",2021-03-03,125.0,1.0,Direito de propriedade,0.097977,0.064394
24.703.709/0001-11,2021-03-31,1,Visconde da Luz APTO Nº 51,"Rua Visconde da Luz, 60 - Vila Nova Conceição - São Paulo / SP",2021-01-29,218.0,1.0,Direito de propriedade,0.125739,0.093605
24.703.709/0001-11,2021-06-30,1,Itacema APTO Nº 61,"Rua Itacema, 380 - Itaim Bibi -  São Paulo / SP",2021-04-15,98.73,1.0,Direito de propriedade,0.0931,0.0701
24.796.967/0001-90,2021-03-31,1,290870,Av. Macuco 404 - 192,2021-02-04,133.41,1.0,Apartamento residencial pronto para venda,0.0051672379721539,0.0046536904485768
24.796.967/0001-90,2021-03-31,1,272487,Rua Inhambu 532 - 61,2021-01-15,113.74,1.0,Apartamento residencial pronto para venda,0.0037144389735599,0.0033452783220417
24.796.967/0001-90,2021-03-31,1,277230,Rua Inhambu 737 - 21,2021-02-08,168.52,1.0,Apartamento residencial pronto para venda,0.0,0.0070973045656851
24.796.967/0001-90,2021-03-31,1,275150,Avenida Sabiá 400 - 1602,2021-02-19,140.0,1.0,Apartamento residencial pronto para venda,0.0046874076113578,0.0042215481746952
24.796.967/0001-90,2021-03-31,1,282415,Av. Jacutinga 557 - 12,2021-01-20,88.66,1.0,Apartamento residencial pronto para venda,0.0028904058792752,0.0026031420084348
24.796.967/0001-90,2021-03-31,1,279729,Avenida Cotovia 141 - 51,2021-01-29,63.469,1.0,Apartamento residencial pronto para venda,0.0023075977173058,0.0020782564135918
24.796.967/0001-90,2021-03-31,1,190703,Avenida Angelica 1697 - 92,2021-01-21,125.54,1.0,Apartamento residencial pronto para venda,0.0038485181132469,0.0034660319654925
24.796.967/0001-90,2021-03-31,1,272903,Rua Gaivota 183 - 52,2021-02-01,90.8,1.0,Apartamento residencial pronto para venda,0.003449327357093,0.003106514904524
24.796.967/0001-90,2021-03-31,1,195464,Rua Engenheiro Edgar Egídio de Souza 373 - 502,2021-02-12,180.94,1.0,Apartamento residencial pronto para venda,0.0061265943888853,0.0055177009349108
24.796.967/0001-90,2021-03-31,1,196935,Rua Maranhão 685 - 91,2021-03-02,212.12,1.0,Apartamento residencial pronto para venda,0.0074588135619681,0.0067175170987097
24.796.967/0001-90,2021-03-31,1,252576,Rua Bueno Brandão 435 - 131,2021-02-17,102.36,1.0,Apartamento residencial pronto para venda,0.004677898420303,0.0042129840574968
24.796.967/0001-90,2021-03-31,1,294305,Alameda dos Aicás 491 - 171,2021-02-26,255.1,1.0,Apartamento residencial pronto para venda,0.0067662870894345,0.0060938175810983
24.796.967/0001-90,2021-03-31,1,270364,Rua Araguari 340 - 102,2021-03-23,79.083,1.0,Apartamento residencial pronto para venda,0.003477415808812,0.0031318117768926
24.796.967/0001-90,2021-03-31,1,209962,Rua Cristiano Viana 243 - 51,2021-02-26,106.27,1.0,Apartamento residencial pronto para venda,0.0034434862326484,0.0031012543020158
24.796.967/0001-90,2021-03-31,1,275501,Rua Araguari 666 - 71,2021-03-16,143.63,1.0,Apartamento residencial pronto para venda,0.0038678115979535,0.0034834079613306
24.796.967/0001-90,2021-03-31,1,1551879,Rua Barão da Torre 426 - 201,2021-02-24,140.0,1.0,Apartamento residencial pronto para venda,0.0090140007190922,0.0081181415053773
24.796.967/0001-90,2021-03-31,1,238593,Avenida Higienópolis 968 - 24B,2021-01-19,81.72,1.0,Apartamento residencial pronto para venda,0.0026033507926051,0.0023446159792001
24.796.967/0001-90,2021-03-31,1,2351475,Rua João Líra 95 - 507,2021-02-10,70.0,1.0,Apartamento residencial pronto para venda,0.0057119206756241,0.0051442396952544
24.796.967/0001-90,2021-03-31,1,260777,Rua Joaquim Távora 1057 - 44,2021-02-22,106.97,1.0,Apartamento residencial pronto para venda,0.0016728533451557,0.0015065963046745
24.796.967/0001-90,2021-03-31,1,519789,Rua Doutor Miranda de Azevedo 1251 - 14,2021-01-29,86.64,1.0,Apartamento residencial pronto para venda,0.0017811327805398,0.0016041143553119
24.796.967/0001-90,2021-03-31,1,2922119,Rua General Urquiza 108 - 301,2021-03-23,170.0,1.0,Apartamento residencial pronto para venda,0.0116752284794571,0.0105148823322247
24.796.967/0001-90,2021-03-31,1,1454629,Rua Paulistânia 205 - 112,2021-01-20,67.61,1.0,Apartamento residencial pronto para venda,0.0024941041961555,0.0022462268890949
24.796.967/0001-90,2021-03-31,1,726477,Rua Paracatu 515 - 192,2021-03-09,120.1,1.0,Apartamento residencial pronto para venda,0.0029775687514946,0.0026816421719852
24.796.967/0001-90,2021-03-31,1,1633188,Avenida Henrique Dumont 68 - 405,2021-01-12,75.0,1.0,Apartamento residencial pronto para venda,0.0034047786479704,0.0030663936824596
24.796.967/0001-90,2021-03-31,1,2460549,Avenida Ataulfo de Paiva 566 - 1204,2021-02-02,57.0,1.0,Apartamento residencial pronto para venda,0.0036629908857757,0.0032989434181706
24.796.967/0001-90,2021-03-31,1,549842,Rua Rosa e Silva 294 - 93,2021-03-03,54.92,1.0,Apartamento residencial pronto para venda,0.0011475007811504,0.001033456065649
24.796.967/0001-90,2021-03-31,1,2230203,Rua Negreiros Lobato 23 - 501,2021-02-19,108.0,1.0,Apartamento residencial pronto para venda,0.0038311128283665,0.0034503565101643
24.796.967/0001-90,2021-03-31,1,521787,Rua Raul Pompéia 905 - 23,2021-03-23,119.28,1.0,Apartamento residencial pronto para venda,0.0002766698596861,0.0002491729412055
24.796.967/0001-90,2021-09-30,1,134454,Alameda Jaú 705 -91,2021-07-13,198.42,1.0,Apartamento residencial para venda,0.0033920190761954,0.002587347820485
24.796.967/0001-90,2021-09-30,1,1399985,Rua Girassol 756 -102,2021-07-30,275.58,1.0,Apartamento residencial para venda,0.0039605179035235,0.0030209845922113
24.796.967/0001-90,2021-09-30,1,141629,Rua da Consolação 2719 -23,2021-07-14,95.35,1.0,Apartamento residencial para venda,0.0021663143415267,0.0016524107217938
24.796.967/0001-90,2021-09-30,1,1439773,Rua Coronel Diogo 1200 -163,2021-08-13,63.81,1.0,Apartamento residencial para venda,0.0017730197844497,0.001352415411566
24.796.967/0001-90,2021-09-30,1,1645259,Rua General Rebelo 65 -304,2021-09-01,79.0,1.0,Apartamento residencial para venda,0.0025920457448008,0.0019771480518706
24.796.967/0001-90,2021-09-30,1,190601,Avenida Angélica 1683 -21,2021-07-22,123.5,1.0,Apartamento residencial para venda,0.0034391878749625,0.0026233270074952
24.796.967/0001-90,2021-09-30,1,191038,Rua Sabará 538  -101,2021-09-10,151.2,1.0,Apartamento residencial para venda,0.004219384619885,0.0032184416876252
24.796.967/0001-90,2021-09-30,1,191147,Rua Sabará 563 -82,2021-08-31,97.73,1.0,Apartamento residencial para venda,0.0030038169821377,0.0022912369144418
24.796.967/0001-90,2021-09-30,1,206864,Rua João Moura 942 -102,2021-08-09,85.0,1.0,Apartamento residencial para venda,0.0024247141165176,0.001849511645939
24.796.967/0001-90,2021-09-30,1,2197464,Rua Dona Mariana 72 -504,2021-07-19,87.0,1.0,Apartamento residencial para venda,0.00256222098358,0.001954398465501
24.796.967/0001-90,2021-09-30,1,2315471,Rua José Linhares 47 -101,2021-08-13,175.0,1.0,Apartamento residencial para venda,0.0137398950424769,0.0104804503433744
24.796.967/0001-90,2021-09-30,1,2360529,"Rua Carlos Weber 601, 112",2021-09-24,74.0,1.0,Apartamento residencial para venda,0.0022740496284256,0.0017345885201746
24.796.967/0001-90,2021-09-30,1,2365423,Rua Gabriele D´Annuzio 48 -252,2021-07-21,36.0,1.0,Apartamento residencial para venda,0.0011948993381286,0.0009114395080801
24.796.967/0001-90,2021-09-30,1,242717,Rua Maria Figueiredo 343 -22,2021-08-11,128.39,1.0,Apartamento residencial para venda,0.0025594761766478,0.0019523047950133
24.796.967/0001-90,2021-09-30,1,2461321,Rua Timóteo da Costa 1033 -402A,2021-09-15,153.0,1.0,Apartamento residencial para venda,0.0087346735328077,0.0066625918133415
24.796.967/0001-90,2021-09-30,1,255328,Rua Pelotas 150 -52,2021-09-15,104.48,1.0,Apartamento residencial para venda,0.0029393883927393,0.002242092388243
24.796.967/0001-90,2021-09-30,1,262665,Rua Gandavo 315 -63,2021-08-18,93.28,1.0,Apartamento residencial para venda,0.0018121611040933,0.0013822714370765
24.796.967/0001-90,2021-09-30,1,270537,Avenida Sabiá 57 -92,2021-08-31,87.165,1.0,Apartamento residencial para venda,0.0026081511466183,0.0019894328519718
24.796.967/0001-90,2021-09-30,1,273272,Rua Graúna 148 -111,2021-07-07,166.85,1.0,Apartamento residencial para venda,0.0050105757563659,0.0038219426162983
24.796.967/0001-90,2021-09-30,1,273772,Rua Araguari 561 -110,2021-09-21,184.34,1.0,Apartamento residencial para venda,0.008774509282023,0.0066929775324646
24.796.967/0001-90,2021-09-30,1,274318,Rua Pintassilgo 59 -34,2021-07-19,90.06,1.0,Apartamento residencial para venda,0.0034558451109893,0.0026360327330119
24.796.967/0001-90,2021-09-30,1,274753,Rua Inhambu 758 -21A,2021-08-30,141.405,1.0,Apartamento residencial para venda,0.0050573303949619,0.0038576058922268
24.796.967/0001-90,2021-09-30,1,275789,Avenida Pavão 113 -24,2021-07-15,39.91,1.0,Apartamento residencial para venda,0.0014591533663324,0.0011130059110304
24.796.967/0001-90,2021-09-30,1,287175,Avenida Jandira 79 -61,2021-07-27,102.86,1.0,Apartamento residencial para venda,0.0041874829984289,0.0031941079239021
24.796.967/0001-90,2021-09-30,1,2890215,Rua Nanuque 344 -44,2021-09-24,95.41,1.0,Apartamento residencial para venda,0.0023639041151236,0.0018031272887064
24.796.967/0001-90,2021-09-30,1,289032,Avenida Jamaris 428 - 11,2021-09-23,83.26,1.0,Apartamento residencial para venda,0.0020306661354977,0.0015489416426589
24.796.967/0001-90,2021-09-30,1,2915775,Rua General Góis Monteiro 8 -2504,2021-08-13,94.0,1.0,Apartamento residencial para venda,0.0027821318834536,0.0021221410325997
24.796.967/0001-90,2021-09-30,1,293341,Alameda dos Tupiniquins 168 -62,2021-07-01,77.04,1.0,Apartamento residencial para venda,0.0017354205924328,0.0013237356826695
24.796.967/0001-90,2021-09-30,1,295306,Avenida Jandira 647 -93,2021-07-16,77.74,1.0,Apartamento residencial para venda,0.0019510667344635,0.0014882251985142
24.796.967/0001-90,2021-09-30,1,295804,Alameda dos Anapurus 1215 -41,2021-08-02,87.31,1.0,Apartamento residencial para venda,0.0017863546039006,0.001362586880319
24.796.967/0001-90,2021-09-30,1,311072,Rua Sansão Alves dos Santos 237 -103,2021-08-13,92.6,1.0,Apartamento residencial para venda,0.0018315340497244,0.0013970486383625
24.796.967/0001-90,2021-09-30,1,314497,Rua Gabriele D'Annunzio 390 -82,2021-08-12,132.9,1.0,Apartamento residencial para venda,0.0024342427840039,0.0018567798766002
24.796.967/0001-90,2021-09-30,1,341375,Rua Alvorada 270 -62,2021-07-13,149.9343,1.0,Apartamento residencial para venda,5.41364707717439e-05,4.12939539883503e-05
24.796.967/0001-90,2021-09-30,1,499749,Rua Bela Cintra 127 -62,2021-07-12,132.8,1.0,Apartamento residencial para venda,0.0024698306001527,0.0018839253779904
24.796.967/0001-90,2021-09-30,1,503248,Rua Paim 420 -122,2021-08-12,74.2,1.0,Apartamento residencial para venda,0.0025466984818294,0.0019425582870791
24.796.967/0001-90,2021-09-30,1,509107,Rua Acaraú 37 -31,2021-09-21,36.81,1.0,Apartamento residencial para venda,0.000725212514579,0.0005531740762168
24.796.967/0001-90,2021-09-30,1,511671,Rua Barata Ribeiro 156 - 74,2021-08-26,25.78,1.0,Apartamento residencial para venda,0.0008125318427462,0.0006197790888494
24.796.967/0001-90,2021-09-30,1,527824,Rua Cajaíba 45 -122,2021-08-24,112.06,1.0,Apartamento residencial para venda,0.0019291997541152,0.0014715456095514
24.796.967/0001-90,2021-09-30,1,561129,Rua Dona Elisa 150 -22,2021-08-19,70.24,1.0,Apartamento residencial para venda,0.001799033041766,0.0013722576775171
24.796.967/0001-90,2021-09-30,1,591379,Rua Desembargador do Vale 1055 -41,2021-08-19,103.06,1.0,Apartamento residencial para venda,0.0024204070352885,0.0018462263114582
24.796.967/0001-90,2021-09-30,1,641309,Rua Loureiro da Cruz 305 -34,2021-07-27,98.98,1.0,Apartamento residencial para venda,0.0021165849163774,0.0016144783526403
24.796.967/0001-90,2021-09-30,1,693984,Rua Luis Góis 206 - 51,2021-09-29,86.73,1.0,Apartamento residencial para venda,0.0013864955235275,0.0010575843149251
24.796.967/0001-90,2021-09-30,1,721554,Rua Catulo da Paixão Cearense 256 -24,2021-08-10,71.37,1.0,Apartamento residencial para venda,0.0016051056251988,0.0012243346654949
24.796.967/0001-90,2021-09-30,1,890764,Rua Jorge Americano 497 -81,2021-09-17,78.24,1.0,Apartamento residencial para venda,0.0016128198005344,0.0012302188466546
24.796.967/0001-90,2021-09-30,1,893097,Rua Dardanelos 411 -31,2021-09-22,143.8,1.0,Apartamento residencial para venda,0.0041488469142081,0.0031646372794112
24.796.967/0001-90,2021-09-30,1,895743,Rua Antônio Borba 169 -62,2021-07-07,87.45,1.0,Apartamento residencial para venda,8.02790973921667e-05,6.12348996283053e-05
24.796.967/0001-90,2021-09-30,1,942879,Rua Maratona 339 -91,2021-08-20,72.92,1.0,Apartamento residencial para venda,0.0015101746082677,0.0011519236459117
24.796.967/0001-90,2021-09-30,1,582133,Rua Cayowaá 524 -103,2021-09-27,69.37,1.0,Apartamento residencial para venda,0.0002528791567853,0.0001928899338291
24.796.967/0001-90,2021-09-30,1,727090,Rua Biobedas 365 - 52,2021-07-14,70.12,1.0,Apartamento residencial para venda,0.0002737486462798,0.0002088086615677
26.091.636/0001-80,2021-06-30,1,Terreno Suzano/SP,"Av. Jorge Bei Maluf, S/N - Vila Theodoro - Suzano/SP",2021-04-16,11371.13,1.0,"Matrícula nº 5.165 do Oficial de Registro de Imóveis de Suzano/SP. Terreno situado na Av. Jorge Bei Maluf, perímetro urbano, sem benfeitorias, com plantação de eucaliptos.",1.0,0.9643
26.195.121/0001-20,2021-06-30,1,Edifício Vila Olímpia Corporate,"Rua São Tomé, 86 - São Paulo/SP",2021-05-13,282.59,1.0,cj 151,1.0,0.043567
26.642.834/0001-94,2021-03-31,1,ASIA 173,Rua Ásia 173 - Pinheiros - São Paulo - SP,2021-02-23,100.0,1.0,Venda de Imóveis Diversos,0.0104931771839274,0.010945128876693
26.642.834/0001-94,2021-03-31,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-02-01,45.1,1.0,Venda de Diversas Salas Comerciais,0.00143795391039,0.0014998880312505
26.642.834/0001-94,2021-03-31,1,J. BIANCHI - MARFIM MOGI - OMEGA,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-01-22,855.05,5.0,Venda de Diversas Salas Comerciais,0.0077066556873066,0.0080385890972156
26.642.834/0001-94,2021-03-31,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-01-24,1662.74,31.0,Venda de Imóveis Diversos,0.0617173107756137,0.0643755374107937
26.642.834/0001-94,2021-06-30,1,PIETRO 2103,"Rua Dom Pedro Henrique, 248 Santo Amaro - Recife - PE Rua Felix de Brito Melo, 202 - Boa Viagem - Recife PE",2021-05-13,34.07,1.0,Imóvel para venda,0.0018960286665691,0.0017512415983401
26.642.834/0001-94,2021-06-30,1,PIETRO 1605,"Rua Dom Pedro Henrique, 248 Santo Amaro - Recife - PE Rua Felix de Brito Melo, 202 - Boa Viagem - Recife PE",2021-05-26,56.44,1.0,Imóvel para venda,0.0020554709232128,0.0018985083128633
26.642.834/0001-94,2021-06-30,1,PIETRO 1706,"Rua Dom Pedro Henrique, 248 Santo Amaro - Recife - PE Rua Felix de Brito Melo, 202 - Boa Viagem - Recife PE",2021-04-27,56.44,1.0,Imóvel para venda,0.0019170553728281,0.0017706626352294
26.642.834/0001-94,2021-06-30,1,PIETRO 1905,"Rua Dom Pedro Henrique, 248 Santo Amaro - Recife - PE Rua Felix de Brito Melo, 202 - Boa Viagem - Recife PE",2021-05-21,56.44,1.0,Imóvel para venda,0.0016910227790499,0.0015618906436533
26.642.834/0001-94,2021-06-30,1,PIETRO 2009,"Rua Dom Pedro Henrique, 248 Santo Amaro - Recife - PE Rua Felix de Brito Melo, 202 - Boa Viagem - Recife PE",2021-05-07,51.44,1.0,Imóvel para venda,0.002003806903785,0.0018507895301494
26.642.834/0001-94,2021-06-30,1,PIETRO 2205,"Rua Dom Pedro Henrique, 248 Santo Amaro - Recife - PE Rua Felix de Brito Melo, 202 - Boa Viagem - Recife PE",2021-05-21,56.44,1.0,Imóvel para venda,0.0049414351487338,0.0045640906915301
26.642.834/0001-94,2021-06-30,1,UNIDADE 14,Rua Ásia 173 - Pinheiros - São Paulo - SP,2021-06-02,135.75,1.0,Imóvel para venda,0.0124573995346231,0.0115061109870508
26.642.834/0001-94,2021-06-30,1,UNIDADE 23,Rua Ásia 173 - Pinheiros - São Paulo - SP,2021-05-12,135.75,1.0,Imóvel para venda,0.0123577403383461,0.0114140620991544
26.642.834/0001-94,2021-06-30,1,UNIDADE 24,Rua Ásia 173 - Pinheiros - São Paulo - SP,2021-05-12,135.75,1.0,Imóvel para venda,0.0131494772865466,0.0121453393752203
26.642.834/0001-94,2021-06-30,1,UNIDADE 34,Rua Ásia 173 - Pinheiros - São Paulo - SP,2021-05-13,135.75,1.0,Imóvel para venda,0.0,0.0
26.642.834/0001-94,2021-06-30,1,UNIDADE 44,Rua Ásia 173 - Pinheiros - São Paulo - SP,2021-04-08,135.75,1.0,Imóvel para venda,0.0,0.0
26.642.834/0001-94,2021-06-30,1,Unidade - 38034,"RUA SENADOR LUCIO BITTENCOURT, 298  Apto 07",2021-04-29,66.0,1.0,Imóvel para venda,0.0048445442634645,0.0044745987171864
26.642.834/0001-94,2021-06-30,1,UNIDADE - 101,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-05-31,40.0,1.0,Imóvel para venda,0.0006830807411485,0.0006309184191232
26.642.834/0001-94,2021-06-30,1,UNIDADE - 77,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-06-15,40.0,1.0,Imóvel para venda,0.0006920777519235,0.0006392283881694
