CNPJ_Fundo,Data_Referencia,Versao,Nome_Endereco_Imovel,Caracteristicas_Contratuais
10.347.985/0001-80,2017-03-31,1,Cidade Jardim Continental Tower,Os itens citados tem a mesma característica em todos os contratos.
10.347.985/0001-80,2017-06-30,1,Cidade Jardim Continental Tower,Os itens citados tem as mesmas características em todos os contratos.
10.347.985/0001-80,2017-09-30,1,Cidade Jardim Continental Tower,Os itens citados tem as mesmas características em todos os contratos.
10.347.985/0001-80,2017-12-31,1,Cidade Jardim Continental Tower,Os itens citados tem as mesmas características em todos os contratos.
10.375.382/0001-91,2017-03-31,1,Florianópolis Shopping Center,Não possui caracteristicas que destoem dos demais
10.375.382/0001-91,2017-06-30,1,Florianópolis Shopping Center,Não possui caracteristicas que destoem dos demais
10.375.382/0001-91,2017-09-30,1,Florianópolis Shopping Center,Não possui caracteristicas que destoem dos demais.
10.375.382/0001-91,2017-12-31,3,Florianópolis Shopping Center,Não possui caracteristicas que destoem dos demais
10.427.246/0001-06,2017-03-31,1,Brazilian Financial Center,Não possui caracteristicas que destoem dos demais
10.427.246/0001-06,2017-03-31,1,Edificio Torre Almirante,Não possui caracteristicas que destoem dos demais
10.427.246/0001-06,2017-06-30,1,Brazilian Financial Center,Não possui caracteristicas que destoem dos demais
10.427.246/0001-06,2017-06-30,1,Edificio Torre Almirante,Não possui caracteristicas que destoem dos demais
10.427.246/0001-06,2017-09-30,1,Brazilian Financial Center,Não possui caracteristicas que destoem dos demais
10.427.246/0001-06,2017-09-30,1,Edificio Torre Almirante,Não possui caracteristicas que destoem dos demais
10.427.246/0001-06,2017-12-31,2,Brazilian Financial Center,Não possui caracteristicas que destoem dos demais
10.427.246/0001-06,2017-12-31,2,Edificio Torre Almirante,Não possui caracteristicas que destoem dos demais
10.456.810/0001-00,2017-03-31,4,ED. BERRINI 1511,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-03-31,4,ED. TORRE SUL,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-03-31,4,ED. PEDRA GRANDE,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-03-31,4,ED. BRASILINTERPART,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-03-31,4,ED. NAÇÕES UNIDAS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-03-31,4,ED. PLATINUM,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-06-30,4,ED. BERRINI 1511,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-06-30,4,ED. TORRE SUL,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-06-30,4,ED. PEDRA GRANDE,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-06-30,4,ED. BRASILINTERPART,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-06-30,4,ED. NAÇÕES UNIDAS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-06-30,4,ED. PLATINUM,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-09-30,1,ED. BERRINI 1511,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-09-30,1,ED. TORRE SUL,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-09-30,1,ED. PEDRA GRANDE,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-09-30,1,ED. BRASILINTERPART,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-09-30,1,ED. NAÇÕES UNIDAS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-09-30,1,ED. PLATINUM,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-12-31,1,ED. BERRINI 1511,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-12-31,1,ED. TORRE SUL,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-12-31,1,ED. PEDRA GRANDE,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-12-31,1,ED. BRASILINTERPART,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-12-31,1,ED. NAÇÕES UNIDAS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.456.810/0001-00,2017-12-31,1,ED. PLATINUM,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
10.522.648/0001-81,2017-03-31,1,Bay View,Aviso prédio de 90 dias e devolução dos descontos e carência em caso de rescisão antecipada.  
10.522.648/0001-81,2017-03-31,1,ANM Retrofit,"Prazo inferior. Devolução de carência em caso de rescisão antecipada, sem isentar a multa por rescisão. Após determinado prazo e desde que cumprido aviso prévio, a devolução da carência é isentada."
10.522.648/0001-81,2017-06-30,1,Bay View,Aviso prédio de 90 dias e devolução dos descontos e carência em caso de rescisão antecipada.  
10.522.648/0001-81,2017-06-30,1,ANM Retrofit,"Prazo inferior. Devolução de carência em caso de rescisão antecipada, sem isentar a multa por rescisão. Após determinado prazo e desde que cumprido aviso prévio, a devolução da carência é isentada."
10.522.648/0001-81,2017-09-29,2,Bay View,Aviso prédio de 90 dias e devolução dos descontos e carência em caso de rescisão antecipada.  
10.522.648/0001-81,2017-09-29,2,ANM Retrofit,"Prazo inferior. Devolução de carência em caso de rescisão antecipada, sem isentar a multa por rescisão. Após determinado prazo e desde que cumprido aviso prévio, a devolução da carência é isentada."
10.522.648/0001-81,2017-12-29,2,Bay View,Aviso prédio de 90 dias e devolução dos descontos e carência em caso de rescisão antecipada.  
10.522.648/0001-81,2017-12-29,2,ANM Retrofit,"Prazo inferior. Devolução de carência em caso de rescisão antecipada, sem isentar a multa por rescisão. Após determinado prazo e desde que cumprido aviso prévio, a devolução da carência é isentada."
10.869.155/0001-12,2017-03-31,2,Parque Dom Pedro Shopping,Não possui caracteristicas que destoem dos demais
10.869.155/0001-12,2017-06-30,1,Parque Dom Pedro Shopping,Não possui caracteristicas que destoem dos demais
10.869.155/0001-12,2017-09-30,1,Parque Dom Pedro Shopping,Não possui caracteristicas que destoem dos demais
10.869.155/0001-12,2017-12-31,2,Parque Dom Pedro Shopping,Não possui caracteristicas que destoem dos demais
10.991.914/0001-15,2017-03-31,1,0,0
10.991.914/0001-15,2017-06-30,1,0,0
10.991.914/0001-15,2017-12-29,1,Edifício Nova CEDAE,"O contrato é reajustado anualmente pela variação do IGP-M - Índice Geral de Preços do Mercado, calculado e divulgado pela FVG - Fundação Getúlio Vargas. O contrato está garantido por Cessão Fiduciária de cotas de Fundo Investimento e conta com cláusula de multa em caso de rescisão antecipada do aluguel, sendo devido o pagamento dos aluguéis, mês a mês e nas datas previstas, até que sem complete 10 anos mínimos de locação, conforme estabelecido em contrato."
10.993.386/0001-33,2017-03-31,1,Edificio Castelo,Não possui caracteristicas que destoem dos demais
10.993.386/0001-33,2017-06-30,1,Edificio Castelo,Não possui caracteristicas que destoem dos demais
10.993.386/0001-33,2017-09-30,1,Edificio Castelo,Não possui caracteristicas que destoem dos demais
10.993.386/0001-33,2017-12-31,2,Edificio Castelo,Não possui caracteristicas que destoem dos demais
11.044.355/0001-07,2017-03-31,1,"Centerminas (Supermercados BH, Petz, Decathlon, Lojas Rede)","Presença de Cláusula estabelecendo valor máximo para o metro quadrado de condomínio. A cada doze meses de contrato o valor da contribuição dos encargos comuns é calculado. Caso exceda o estabelecido em contrato para essa rubrica, o valor excedente pode ser descontado do valor mensal cobrado a título de aluguel do mês de fechamento."
11.044.355/0001-07,2017-03-31,1,"Centerminas (Lojas Americanas, De 01 a 99 Mais)","Presença de Cláusula que prevê pagamento de aluguel na forma de CTO (Custo Total de Ocupação). No valor do CTO mensal previsto em contrato deverão ser descontadas todas as despesas do lojistas, tais como encargos comuns, Fundo de Promoção e Propaganda e Fundo de Reserva. As despesas específicas são cobradas separadamente e não são passíveis de desconto."
11.044.355/0001-07,2017-03-31,1,"Centerminas (Petz, Quality Toner, Lojas Americanas, de 01 a 99 Mais e Quiosques)","Presença de Cláusula que prevê pagamento de aluguel percentual sobre faturamento da loja do mês anterior. Além do pagamento de taxa mínima mensal a título de aluguel, será devido o pagamento de um percentual sobre o faturamento, caso este valor exceda o valor mínimo previsto em contrato."
11.044.355/0001-07,2017-06-30,1,"Centerminas (Supermercados BH, Petz, Decathlon, Lojas Rede)","Presença de Cláusula estabelecendo valor máximo para o metro quadrado de condomínio. A cada doze meses de contrato o valor da contribuição dos encargos comuns é calculado. Caso exceda o estabelecido em contrato para essa rubrica, o valor excedente pode ser descontado do valor mensal cobrado a título de aluguel do mês de fechamento."
11.044.355/0001-07,2017-06-30,1,"Centerminas (Lojas Americanas, De 01 a 99 Mais)","Presença de Cláusula que prevê pagamento de aluguel na forma de CTO (Custo Total de Ocupação). No valor do CTO mensal previsto em contrato deverão ser descontadas todas as despesas do lojistas, tais como encargos comuns, Fundo de Promoção e Propaganda e Fundo de Reserva. As despesas específicas são cobradas separadamente e não são passíveis de desconto."
11.044.355/0001-07,2017-06-30,1,"Centerminas (Petz, Quality Toner, Lojas Americanas, de 01 a 99 Mais e Quiosques)","Presença de Cláusula que prevê pagamento de aluguel percentual sobre faturamento da loja do mês anterior. Além do pagamento de taxa mínima mensal a título de aluguel, será devido o pagamento de um percentual sobre o faturamento, caso este valor exceda o valor mínimo previsto em contrato."
11.044.355/0001-07,2017-09-30,1,"Centerminas (Supermercados BH, Petz, Decathlon, Lojas Rede)","Presença de Cláusula estabelecendo valor máximo para o metro quadrado de condomínio. A cada doze meses de contrato o valor da contribuição dos encargos comuns é calculado. Caso exceda o estabelecido em contrato para essa rubrica, o valor excedente pode ser descontado do valor mensal cobrado a título de aluguel do mês de fechamento."
11.044.355/0001-07,2017-09-30,1,"Centerminas (Lojas Americanas, De 01 a 99 Mais)","Presença de Cláusula que prevê pagamento de aluguel na forma de CTO (Custo Total de Ocupação). No valor do CTO mensal previsto em contrato deverão ser descontadas todas as despesas do lojistas, tais como encargos comuns, Fundo de Promoção e Propaganda e Fundo de Reserva. As despesas específicas são cobradas separadamente e não são passíveis de desconto."
11.044.355/0001-07,2017-09-30,1,"Centerminas (Petz, Quality Toner, Lojas Americanas, de 01 a 99 Mais e Quiosques)","Presença de Cláusula que prevê pagamento de aluguel percentual sobre faturamento da loja do mês anterior. Além do pagamento de taxa mínima mensal a título de aluguel, será devido o pagamento de um percentual sobre o faturamento, caso este valor exceda o valor mínimo previsto em contrato."
11.044.355/0001-07,2017-12-31,2,"Centerminas (Supermercados BH, Petz, Decathlon, Lojas Rede)","Presença de Cláusula estabelecendo valor máximo para o metro quadrado de condomínio. A cada doze meses de contrato o valor da contribuição dos encargos comuns é calculado. Caso exceda o estabelecido em contrato para essa rubrica, o valor excedente pode ser descontado do valor mensal cobrado a título de aluguel do mês de fechamento."
11.044.355/0001-07,2017-12-31,2,"Centerminas (Lojas Americanas, De 01 a 99 Mais)","Presença de Cláusula que prevê pagamento de aluguel na forma de CTO (Custo Total de Ocupação). No valor do CTO mensal previsto em contrato deverão ser descontadas todas as despesas do lojistas, tais como encargos comuns, Fundo de Promoção e Propaganda e Fundo de Reserva. As despesas específicas são cobradas separadamente e não são passíveis de desconto."
11.044.355/0001-07,2017-12-31,2,"Centerminas (Petz, Quality Toner, Lojas Americanas, de 01 a 99 Mais e Quiosques)","Presença de Cláusula que prevê pagamento de aluguel percentual sobre faturamento da loja do mês anterior. Além do pagamento de taxa mínima mensal a título de aluguel, será devido o pagamento de um percentual sobre o faturamento, caso este valor exceda o valor mínimo previsto em contrato."
